school_id,school_name
US00447,University Of Southern California Los Angeles
US00266,University Of Southern Indiana Evansville
US00627,University Of Southern Maine Portland
US00343,University Of Southern Mississippi Hattiesburg
US00391,University Of St Francis Joliet
US00688,University Of St Thomas Houston
US00684,University Of St Thomas Saint Paul
US00780,University Of Tampa Tampa
US00407,University Of Tennessee Knoxville
US00477,University Of Tennessee Martin Martin
US00036,University Of Texas Arlington
US00054,University Of Texas Austin
US00654,University Of Texas Dallas Richardson
US00255,University Of Texas El Paso
US00361,University Of Texas Health Science Center Houston
US00696,University Of Texas Health Science Center San Antonio
US00365,University Of Texas M D Anderson Cancer Center Houston
US00581,University Of Texas Permian Basin Odessa
US00125,University Of Texas Rio Grande Valley Edinburg
US00695,University Of Texas San Antonio
US00801,University Of Texas Tyler
US00826,University Of The District Of Columbia Washington
US00790,University Of Toledo Toledo
US00796,University Of Tulsa Tulsa
US00693,University Of Utah Salt Lake City
US00134,University Of Vermont Burlington
US00163,University Of Virginia Charlottesville
US00107,University Of Washington Bothell
US00773,University Of Washington Seattle
US00775,University Of Washington Tacoma
US00438,University Of West Alabama Livingston
US00600,University Of West Florida Pensacola
US00148,University Of West Georgia Carrollton
US00251,University Of Wisconsin Eau Claire
US00323,University Of Wisconsin Green Bay
US00410,University Of Wisconsin La Crosse
US00464,University Of Wisconsin Madison
US00498,University Of Wisconsin Milwaukee
US00401,University Of Wisconsin Parkside Kenosha
US00764,University Of Wisconsin Stevens Point
US00487,University Of Wisconsin Stout Menomonie
US00161,University Of Wisconsin Whitewater
US00420,University Of Wyoming Laramie
US00440,Utah State University Logan
US00808,Utica College Utica
US00809,Valdosta State University Valdosta
US00527,Vanderbilt University Nashville
US00632,Vassar College Poughkeepsie
US00813,Villanova University Villanova
US00656,Virginia Commonwealth University Richmond
US00602,Virginia State University Petersburg
US00087,Virginia Tech Blacksburg
US00886,W P Carey School Of Business Tempe
US00761,Wagner College Staten Island
US00855,Wake Forest University Winston Salem
US00571,Walsh University North Canton
US00791,Washburn University Topeka
US00827,Washington And Jefferson College Washington
US00434,Washington And Lee University Lexington
US00166,Washington College Chestertown
US00642,Washington State University Pullman
US00754,Washington University St Louis
US00832,Wayne State College Wayne
US00239,Wayne State University Detroit
US00908,Weatherhead School Of Management Cleveland
US00057,Webber International University Babson Park
US00582,Weber State University Ogden
US00682,Webster University Webster Groves
US00835,Wellesley College Wellesley
US00106,Wentworth Institute Of Technology Boston
US00495,Wesleyan University Middletown
US00836,West Chester University West Chester
US00375,West Virginia State University Institute
US00516,West Virginia University Morgantown
US00930,Westcliff University Irvine
US00216,Western Carolina University Cullowhee
US00220,Western Connecticut State University Danbury
US00462,Western Illinois University Macomb
US00111,Western Kentucky University Bowling Green
US00393,Western Michigan University Kalamazoo
US00746,Western New England University Springfield
US00507,Western Oregon University Monmouth
US00070,Western Washington University Bellingham
US00842,Westfield State University Westfield
US00694,Westminster College Salt Lake City Salt Lake City
US00102,Wheelock College Of Education Human Development Boston
US00843,Whittier College Whittier
US00844,Wichita State University Wichita
US00165,Widener University Chester
US00846,Wilkes University Wilkes Barre
US00689,Willamette University Salem
US00831,William Paterson University Of New Jersey Wayne
US00849,Williams College Williamstown
US00534,Wilmington University New Castle
US00852,Wingate University Wingate
US00853,Winona State University Winona
US00856,Winston Salem State University Winston Salem
US00669,Winthrop University Rock Hill
US00890,Wisconsin School Of Business Madison
US00750,Wittenberg University Springfield
US00451,Woodbury University Burbank
US00861,Worcester Polytechnic Institute Worcester
US00864,Worcester State University Worcester
US00224,Wright State University Dayton
US00182,Xavier University Cincinnati
US00877,Yale School Of Management New Haven
US00536,Yale University New Haven
US00546,Yeshiva University New York City
US00643,York College Jamaica
US00866,York College Of Pennsylvania York
US00867,Youngstown State University Youngstown
US00900,Zicklin School Of Business New York City
"AUSTRALIA (Total: 44, Unique School Number: 44)",
AU00044,Adelaide University Adelaide
AU00005,Australian Catholic University Brisbane
AU00009,Australian National University Canberra
AU00035,Blue Mountains International Hotel Management School Sydney
AU00013,Bond University Gold Coast
AU00027,Central Queensland University Rockhampton
AU00011,Charles Darwin University Darwin
AU00028,Charles Sturt University Sydney
AU00023,Curtin University Perth
AU00012,Deakin University Geelong
AU00024,Edith Cowan University Perth
AU00036,Engineering Institute Of Technology Perth
AU00001,Flinders University Adelaide
AU00006,Griffith University Brisbane
AU00033,James Cook University Townsville
AU00016,La Trobe University Melbourne
AU00040,Macleay College Sydney
AU00029,Macquarie University Sydney
AU00043,Monash College Melbourne
AU00017,Monash University Melbourne
AU00025,Murdoch University Perth
AU00007,Queensland University Of Technology Brisbane
AU00018,Rmit University Melbourne
AU00037,S P Jain School Of Global Management Sydney
AU00019,Swinburne University Of Technology Melbourne
AU00041,Sydney Institute Of Business And Technology Sydney
AU00038,The University Of Notre Dame Fremantle
AU00008,The University Of Queensland Brisbane
AU00030,The University Of Sydney Sydney
AU00039,Torrens University Australia Sydney
AU00002,University Of Adelaide Adelaide
AU00010,University Of Canberra Canberra
AU00020,University Of Melbourne Melbourne
AU00004,University Of New England Armidale
AU00015,University Of New South Wales Sydney
AU00022,University Of Newcastle Newcastle
AU00003,University Of South Australia Adelaide
AU00032,University Of Southern Queensland Toowoomba
AU00014,University Of Tasmania Hobart
AU00031,University Of Technology Sydney Sydney
AU00026,University Of Western Australia Perth
AU00034,University Of Wollongong Wollongong
AU00042,Uow College Wollongong
AU00021,Victoria University Melbourne
"CANADA (Total: 112, Unique School Number: 112)",
CA00012,Acadia University Wolfville
CA00100,Acsenda School Of Management Vancouver
CA00085,Adler University Vancouver Vancouver
CA00001,Algoma University Sault Ste Marie
CA00071,Algonquin College Ottawa
CA00013,Athabasca University Athabasca
CA00014,Bishops University Sherbrooke
CA00015,Brescia University College London
CA00104,Brighton College Burnaby
CA00075,British Columbia Institute Of Technology Burnaby
CA00086,Brock University St Catharines
CA00016,Cape Breton University Sydney
CA00017,Capilano University North Vancouver
CA00002,Carleton University Ottawa
CA00072,Centennial College Toronto
CA00076,College Of The Rockies Cranbrook
CA00077,Columbia College Vancouver
CA00003,Concordia University Montreal
CA00078,Coquitlam College Coquitlam
CA00099,Crandall University Moncton
CA00105,Cypress College Medicine Hat
CA00018,Dalhousie University Halifax
CA00079,Dawson College Montreal
CA00090,Desautels Faculty Of Management Montreal
CA00020,Emily Carr University Of Art Design Vancouver
CA00111,Eton College Vancouver
CA00101,Evergreen College Toronto
CA00108,Fairleigh Dickinson University Vancouver
CA00080,Fanshawe College London
CA00081,George Brown College Toronto
CA00082,Georgian College Barrie
CA00021,Hec Montreal Montreal
CA00073,Humber College Toronto
CA00110,Ibt College Business Travel And Tourism Technology Toronto
CA00022,Kings University College London
CA00023,Kwantlen Polytechnic University Surrey
CA00024,Lakehead University Thunder Bay
CA00095,Langara College Vancouver
CA00089,Lasalle College Vancouver Vancouver
CA00025,Laurentian University Sudbury
CA00051,Laval University Quebec City
CA00026,Macewan University Edmonton
CA00027,Mcgill University Montreal
CA00028,Mcmaster University Hamilton
CA00029,Memorial University Of Newfoundland St Johns
CA00030,Mount Royal University Calgary
CA00031,Mount Saint Vincent University Halifax
CA00109,New York Institute Of Technology Vancouver Campus Vancouver
CA00102,Niagara College Canada Welland Toronto
CA00096,Norquest College Edmonton
CA00074,Northern Alberta Institute Of Technology Edmonton
CA00103,Northern College At Pures Toronto
CA00097,Northern Lights College Dawson Creek
CA00032,Nscad University Halifax
CA00004,Ocad University Toronto
CA00094,Ontario Institute For Studies In Education Toronto
CA00019,Polytechnic School Of Montreal Montreal
CA00033,Queens University Kingston
CA00087,Red River College Winnipeg
CA00034,Renison University College Waterloo
CA00091,Rotman School Of Management Toronto
CA00035,Royal Roads University Victoria
CA00005,Saint Marys University Halifax
CA00098,Sait Polytechnic Calgary
CA00049,School Of Higher Technology University Of Quebec Montreal
CA00037,Simon Fraser University Burnaby
CA00038,St Marys University Halifax
CA00112,Tav College Montreal
CA00092,Ted Rogers School Of Management Toronto
CA00093,Telfer School Of Management Ottawa
CA00006,The Kings University Edmonton
CA00039,The University Of British Columbia Okanagan Kelowna
CA00040,The University Of British Columbia Vancouver
CA00042,Thompson Rivers University Kamloops
CA00036,Toronto Metropolitan University Toronto
CA00106,Toronto School Of Management Toronto
CA00107,Trebas Institute Montreal
CA00043,Trent University Peterborough
CA00044,Trinity College Toronto
CA00045,Trinity Western University Langley
CA00007,University Canada West Vancouver
CA00008,University Of Alberta Edmonton
CA00009,University Of Calgary Calgary
CA00052,University Of Guelph Guelph
CA00053,University Of Guelph Humber Campus Toronto
CA00054,University Of Lethbridge Lethbridge
CA00055,University Of Manitoba Winnipeg
CA00046,University Of Moncton Moncton
CA00047,University Of Montreal Montreal
CA00056,University Of New Brunswick Fredericton Fredericton
CA00057,University Of Northern British Columbia Prince George
CA00058,University Of Ontario Institute Of Technology Oshawa
CA00059,University Of Ottawa Ottawa
CA00050,University Of Quebec At Montreal Montreal
CA00060,University Of Regina Regina
CA00061,University Of Saskatchewan Saskatoon
CA00048,University Of Sherbrooke Sherbrooke
CA00062,University Of The Fraser Valley Abbotsford
CA00063,University Of Toronto Mississauga Mississauga
CA00064,University Of Toronto Scarborough Scarborough
CA00065,University Of Toronto Toronto
CA00066,University Of Victoria Victoria
CA00010,University Of Waterloo Waterloo
CA00011,University Of Windsor Windsor
CA00041,University Of Winnipeg Winnipeg
CA00083,Vancouver Community College Vancouver
CA00067,Vancouver Island University Nanaimo
CA00068,Western University London
CA00069,Wilfrid Laurier University Waterloo
CA00070,York University Toronto
CA00088,Yorkville University Fredericton
CA00084,Yukon College Whitehorse
"FRANCE (Total: 15, Unique School Number: 15)",
FR00011,Audencia Business School Valence
FR00008,Ecole Polytechnique Valence
FR00003,Edhec Business School Lille
FR00005,Emlyon Business School Lyon
FR00001,Hec Paris Valence
FR00015,Idrac Business School Paris
FR00012,Ieseg School Of Management Lille
FR00013,Insead Business School Evry
FR00007,Kedge Business School Talence
FR00014,Montpellier Business School Montpellier
FR00004,Neoma Business School Paris
FR00009,Paris School Of Business Paris
FR00010,Rennes School Of Business Valence
FR00006,Sciences Po Valence
FR00002,Sorbonne University Paris
"GERMANY (Total: 100, Unique School Number: 100)",
DE00074,Aalen University Aalen
DE00081,Anhalt University Of Applied Sciences Bernburg
DE00068,Bauhaus University Weimar
DE00069,Berlin University Of The Arts Berlin
DE00076,Beuth University Of Applied Sciences Berlin
DE00082,Biberach University Of Applied Science Biberach An Der Riss
DE00007,Bielefeld University Bielefeld
DE00009,Carl Benz School Karlsruhe
DE00047,Carl Von Ossietzky University Of Oldenburg Oldenburg
DE00015,Chemnitz University Of Technology Chemnitz
DE00100,City University Of Applied Sciences Bremen
DE00083,Coburg University Of Applied Sciences And Arts Coburg
DE00077,Code University Of Applied Sciences Berlin
DE00012,Constructor University Bremen
DE00084,Darmstadt University Of Applied Sciences Darmstadt
DE00099,Ebs University Oestrich Winkel
DE00072,Esmt Berlin Berlin
DE00085,Esslingen University Of Applied Sciences Esslingen Am Neckar
DE00073,Fh Aachen University Of Applied Sciences Aachen
DE00070,Frankfurt School Of Finance Management Frankfurt Am Main
DE00004,Free University Of Berlin Berlin
DE00033,Friedrich Schiller University Jena Jena
DE00086,Fulda University Of Applied Sciences Fulda
DE00087,Furtwangen University Furtwangen Im Schwarzwald
DE00023,Goethe University Frankfurt Frankfurt Am Main
DE00088,Hafencity University Hamburg Hamburg
DE00089,Hamburg University Of Applied Sciences Hamburg
DE00029,Hamburg University Of Technology Hamburg
DE00032,Heidelberg University Heidelberg
DE00095,Hochschule Pforzheim Pforzheim
DE00078,Htw Berlin University Of Applied Sciences Berlin
DE00005,Humboldt University Of Berlin Berlin
DE00071,International School Of Management Dortmund
DE00075,Iu International University Of Applied Sciences Berlin
DE00041,Johannes Gutenberg University Of Mainz Mainz
DE00035,Karlsruhe Institute Of Technology Karlsruhe
DE00091,Karlsruhe University Of Applied Sciences Karlsruhe
DE00092,Kempten University Of Applied Sciences Kempten Im Allgau
DE00090,Kuehne Logistics University Hamburg
DE00031,Leibniz University Of Hannover Hannover
DE00039,Leipzig University Leipzig
DE00065,Leuphana University Of Luneburg Luneburg
DE00044,Ludwig Maximilian University Of Munich Munich
DE00079,Macromedia University Of Applied Sciences Munich
DE00028,Martin Luther University Halle Wittenberg Halle
DE00093,Muenster University Of Applied Sciences Munster
DE00094,Nurtingen Geislingen University Nurtingen
DE00064,Osnabruck University Osnabruck
DE00040,Otto Von Guericke University Magdeburg
DE00048,Paderborn University Paderborn
DE00043,Philipps University Marburg Marburg
DE00096,Regensburg University Of Applied Sciences Regensburg
DE00097,Rosenheim Technical University Of Applied Sciences Rosenheim
DE00008,Ruhr University Bochum Bochum
DE00001,Rwth Aachen University Aachen
DE00014,Rwth International Academy Aachen
DE00098,Saarland University Of Applied Sciences Saarbrucken
DE00053,Saarland University Saarbrucken
DE00080,Srh Hochschule Berlin Berlin
DE00006,Technical University Berlin Berlin
DE00017,Technical University Darmstadt Darmstadt
DE00018,Technical University Dortmund Dortmund
DE00019,Technical University Dresden Dresden
DE00024,Technical University Freiberg Freiburg
DE00067,Technical University Ilmenau Ilmenau
DE00045,Technical University Munich Munich
DE00011,Technical University Of Braunschweig Braunschweig
DE00058,Ulm University Ulm
DE00002,University Of Augsburg Augsburg
DE00003,University Of Bayreuth Bayreuth
DE00010,University Of Bonn Bonn
DE00013,University Of Bremen Bremen
DE00016,University Of Cologne Cologne
DE00021,University Of Duesseldorf Dusseldorf
DE00020,University Of Duisburg Essen Duisburg
DE00022,University Of Erlangen Nuremberg Erlangen
DE00025,University Of Freiburg Freiburg
DE00026,University Of Goettingen Gottingen
DE00027,University Of Greifswald Greifswald
DE00030,University Of Hamburg Hamburg
DE00055,University Of Hohenheim Stuttgart
DE00034,University Of Kaiserslautern Kaiserslautern
DE00036,University Of Kassel Kassel
DE00037,University Of Kiel Kiel
DE00066,University Of Koblenz Landau Mainz
DE00038,University Of Konstanz Konstanz
DE00042,University Of Mannheim Mannheim
DE00046,University Of Muenster Munster
DE00049,University Of Passau Passau
DE00050,University Of Potsdam Potsdam
DE00051,University Of Regensburg Regensburg
DE00052,University Of Rostock Rostock
DE00054,University Of Siegen Siegen
DE00056,University Of Stuttgart Stuttgart
DE00062,University Of Trier Trier
DE00057,University Of Tuebingen Tubingen
DE00061,University Of Wuerzburg Wurzburg
DE00063,University Of Wuppertal Wuppertal
DE00059,Whu Otto Beisheim School Of Management Vallendar
DE00060,Wittenherdecke University Witten
"HONG-KONG (Total: 7, Unique School Number: 7)",
HK00006,Chinese University Of Hong Kong Shatin
HK00003,City University Of Hong Kong Kowloon Tong
HK00004,Hong Kong Baptist University Kowloon Tong
HK00007,Lingnan University Tuen Mun
HK00002,The Hong Kong Polytechnic University Hung Hom
HK00001,The Hong Kong University Of Science Technology Hong Kong
HK00005,The University Of Hong Kong Pokfulam
"IRELAND (Total: 18, Unique School Number: 18)",
IE00018,Atlantic Technological University Sligo Sligo
IE00003,Dublin City University Dublin
IE00009,Dundalk Institute Of Technology Dundalk
IE00011,Griffith College Dublin Dublin
IE00007,Maynooth University Maynooth
IE00016,Munster Technological University Cork Campus Bishoptown
IE00012,National College Of Ireland Dublin
IE00005,National University Of Ireland Galway Galway
IE00013,South East Technological University Waterford
IE00014,South East Technological University Wexford
IE00008,Technological University Dublin Dublin
IE00017,Technological University Of The Shannon Midlands Midwest Athlone
IE00004,Trinity College Dublin Dublin
IE00002,University College Cork Cork
IE00001,University College Dublin Belfield
IE00015,University Of Galway Galway
IE00006,University Of Limerick Limerick
IE00010,Waterford Institute Of Technology Waterford
"ITALY (Total: 14, Unique School Number: 14)",
IT00001,Accademia Costume E Moda Rome
IT00006,Alma The International School Of Italian Cuisine Parma
IT00002,Humanitas University Pavia
IT00003,Iulm University Milan
IT00013,Luiss Business School Rome
IT00004,Milano Fashion Institute Milan
IT00014,Polimi Graduate School Of Management Milan
IT00009,Politecnico Di Milano Milan
IT00005,Santanna School Of Advanced Studies Pisa
IT00008,Sapienza University Of Rome San Severo
IT00012,Sda Bocconi School Of Management Milan
IT00007,University Of Bologna Carpi
IT00010,University Of Milan Milan
IT00011,University Of Pisa Pisa
"MALAYSIA (Total: 17, Unique School Number: 17)",
MY00005,International Islamic University Malaysia Iium Gombak
MY00017,Monash University Malaysia Subang Jaya
MY00013,Multimedia University Cyberjaya
MY00016,Sunway University Petaling Jaya
MY00014,Taylors University Subang Jaya
MY00015,Ucsi University Kuala Lumpur
MY00001,Universiti Kebangsaan Malaysia Bangi
MY00010,Universiti Putra Malaysia Seri Kembangan
MY00003,Universiti Sains Malaysia George Town
MY00004,Universiti Teknologi Malaysia Skudai
MY00011,Universiti Teknologi Mara Shah Alam
MY00009,Universiti Teknologi Petronas Seri Iskander
MY00006,Universiti Tenaga Nasional Uniten Kajang
MY00007,Universiti Tunku Abdul Rahman Utar Kampar
MY00002,Universiti Utara Malaysia Changlun
MY00008,University Of Malaya Kuala Lumpur
MY00012,University Of Nottingham Malaysia Semenyih
"NETHERLANDS (Total: 18, Unique School Number: 18)",
NL00016,Breda University Of Applied Sciences Breda
NL00004,Delft University Of Technology Delft
NL00005,Eindhoven University Of Technology Eindhoven
NL00011,Erasmus University Rotterdam Rotterdam
NL00008,Leiden University Leiden
NL00015,Maastricht School Of Management Maastricht
NL00009,Maastricht University Maastricht
NL00010,Radboud University Nijmegen Nijmegen
NL00001,Rotterdam School Of Management Erasmus University Rsm Rotterdam
NL00017,Royal Academy Of Art The Hague The Hague
NL00018,The Hague University Of Applied Sciences The Hague
NL00012,Tilburg University Tilburg
NL00002,University Of Amsterdam Amsterdam
NL00007,University Of Groningen Groningen
NL00006,University Of Twente Enschede
NL00013,Utrecht University Utrecht
NL00003,Vrije Universiteit Amsterdam Amsterdam
NL00014,Wageningen University Research Wageningen
"NEW-ZEALAND (Total: 13, Unique School Number: 13)",
NZ00001,Auckland University Of Technology Auckland
NZ00006,Lincoln University Lincoln
NZ00007,Massey University Palmerston North
NZ00009,Southern Institute Of Technology Invercargill
NZ00011,Unitech Institute Of Technology Auckland
NZ00002,University Of Auckland Auckland
NZ00003,University Of Canterbury Christchurch
NZ00004,University Of Otago Dunedin
NZ00005,University Of Waikato Hamilton
NZ00008,Victoria University Of Wellington Wellington
NZ00013,Waikato Institute Of Technology Hamilton
NZ00010,Wellington Institute Of Technology Petone
NZ00012,Whitireia New Zealand Porirua
"SINGAPORE (Total: 9, Unique School Number: 9)",
SG00007,Amity Global Institue Singapore
SG00004,Insead Singapore
SG00008,James Cook University Singapore
SG00009,London School Of Business And Finance Singapore
SG00001,Nanyang Technological University Singapore
SG00006,National University Of Singapore Business School Singapore
SG00002,National University Of Singapore Singapore
SG00005,Singapore Institute Of Management Singapore
SG00003,Singapore Management University Singapore
"SWEDEN (Total: 21, Unique School Number: 21)",
SE00001,Chalmers University Of Technology Gothenburg
SE00016,Jonkoping University Jonkoping
SE00017,Karlstad University Karlstad
SE00007,Karolinska Institute Stockholm
SE00008,Kth Royal Institute Of Technology Stockholm
SE00003,Linkoping University Linkoping
SE00014,Linnaeus University Vaxjo
SE00004,Lulea University Of Technology Lulea
SE00005,Lund University Lund
SE00018,Malardalen University Vasteras
SE00015,Malmo University Malmo
SE00019,Mid Sweden University Sundsvall
SE00006,Orebro University Orebro
SE00009,Stockholm School Of Economics Stockholm
SE00010,Stockholm University Stockholm
SE00012,Swedish University Of Agricultural Sciences Uppsala
SE00011,Umea University Umea
SE00020,University Of Gavle Gavle
SE00002,University Of Gothenburg Gothenburg
SE00021,University Of Skovde Skovde
SE00013,Uppsala University Uppsala
"SWITZERLAND (Total: 1, Unique School Number: 1)",
CH00001,Eth Zurich Zurich
"UAE (Total: 20, Unique School Number: 20)",
AE00005,Abu Dhabi University Dubai
AE00017,Ajman University Ajman
AE00019,American University In Dubai Dubai
AE00018,American University Of Sharjah Sharjah
AE00001,Amity University Dubai
AE00002,Bits Pilani Dubai
AE00016,Canadian University Dubai Dubai
AE00014,De Montfort University Dubai
AE00013,Gulf Medical University Ajman
AE00020,Jumeira University Dubai
AE00004,Khalifa University Abu Dhabi
AE00011,Manipal Academy Of Higher Education Dubai
AE00007,Middlesex University Dubai Dubai
AE00012,United Arab Emirates University Al Ain
AE00003,University Of Birmingham Dubai Dubai
AE00015,University Of Bolton Al Qusaidat
AE00008,University Of Sharjah Sharjah
AE00006,University Of Wollongong Dubai Dubai
AE00009,Westford University College Sharjah
AE00010,Zayed University Dubai
"UK (Total: 79, Unique School Number: 79)",
UK00003,Aberystwyth University Aberystwyth
UK00009,Aston University Birmingham
UK00074,Bath Spa University Bath
UK00068,Birmingham City University Birmingham
UK00016,Cardiff University Cardiff
UK00038,City University Of London London
UK00017,Coventry University Coventry
UK00075,Cranfield School Of Management Bedford
UK00005,Cranfield University Bedford
UK00039,Durham University Durham
UK00021,Edinburgh Napier University
UK00025,Glasgow Caledonian University Glasgow
UK00071,Glasgow School For Business And Society Glasgow
UK00069,Glasgow School Of Art Glasgow
UK00022,Heriot Watt University Edinburgh
UK00040,Imperial College London London
UK00041,Kings College London London
UK00031,Kingston University Kingston Upon Thames
UK00032,Lancaster University Lancaster
UK00072,Lancaster University Management School Lancaster
UK00033,Leeds Beckett University Leeds
UK00070,Liverpool School Of Tropical Medicine Liverpool
UK00042,London School Of Economics And Political Science London
UK00043,London School Of Hygiene Tropical Medicine London
UK00052,Loughborough University Loughborough
UK00044,Middlesex University London
UK00054,Newcastle University Newcastle Upon Tyne
UK00056,Nottingham Trent University Nottingham
UK00058,Oxford Brookes University Oxford
UK00045,Queen Mary University Of London London
UK00006,Queens University Belfast Belfast
UK00001,Robert Gordon University Aberdeen
UK00078,School Of Management University Of Bath Bath
UK00046,School Of Oriental And African Studies University Of London London
UK00076,Solent University Southampton
UK00047,St Georges University Of London London
UK00066,Swansea University Swansea
UK00053,The University Of Manchester Manchester
UK00007,Ulster University Belfast
UK00077,University College Birmingham Birmingham
UK00048,University College London London
UK00002,University Of Aberdeen Aberdeen
UK00004,University Of Bath Bath
UK00010,University Of Birmingham Birmingham
UK00011,University Of Brighton Brighton
UK00013,University Of Bristol Bristol
UK00015,University Of Cambridge Cambridge
UK00061,University Of Central Lancashire Preston
UK00019,University Of Derby Derby
UK00020,University Of Dundee Dundee
UK00055,University Of East Anglia Norwich
UK00049,University Of East London London
UK00023,University Of Edinburgh Edinburgh
UK00024,University Of Exeter Exeter
UK00026,University Of Glasgow Glasgow
UK00050,University Of Greenwich London
UK00030,University Of Hertfordshire Hatfield
UK00034,University Of Leeds Leeds
UK00035,University Of Leicester Leicester
UK00036,University Of Lincoln Lincoln
UK00037,University Of Liverpool Liverpool
UK00073,University Of London London
UK00057,University Of Nottingham Nottingham
UK00059,University Of Oxford Oxford
UK00008,University Of Reading Berkshire
UK00062,University Of Salford Salford
UK00064,University Of Sheffield Sheffield
UK00060,University Of South Wales Pontypridd
UK00065,University Of Southampton Southampton
UK00063,University Of St Andrews St Andrews
UK00027,University Of Strathclyde Glasgow
UK00028,University Of Surrey Guildford
UK00012,University Of Sussex Brighton
UK00014,University Of The West Of England Bristol
UK00029,University Of The West Of Scotland Glasgow
UK00018,University Of Warwick Coventry
UK00051,University Of Westminster London
UK00067,University Of York York
UK00079,York St John University York
